date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:26:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:26:40%20GMT	http://nailzbydev.com/cdn/shop/products/A2DF9FB8-D18B-44A7-BA0B-9FD5A985DBF2_110x110@2x.jpg?v=1669266118	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/A2DF9FB8-D18B-44A7-BA0B-9FD5A985DBF2_110x110@2xa078.jpg	(from https://nailzbydev.com/collections/frontpage/products/the-luxury-artist-kit)
21:26:41	661522/661522	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Jul%202023%2013:22:32%20GMT	https://nailzbydev.com/cdn/shop/products/A2DF9FB8-D18B-44A7-BA0B-9FD5A985DBF2_1024x1024@2x.jpg?v=1669266118	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/A2DF9FB8-D18B-44A7-BA0B-9FD5A985DBF2_1024x1024@2xa078.jpg	(from https://nailzbydev.com/collections/frontpage/products/the-luxury-artist-kit)
21:26:43	14055/14055	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2003:26:42%20GMT	https://nailzbydev.com/cdn/shop/products/A2DF9FB8-D18B-44A7-BA0B-9FD5A985DBF2_110x110@2x.jpg?v=1669266118	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/A2DF9FB8-D18B-44A7-BA0B-9FD5A985DBF2_110x110@2xa078.jpg	(from https://nailzbydev.com/collections/frontpage/products/the-luxury-artist-kit)
21:26:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:26:42%20GMT	http://nailzbydev.com/cdn/shop/products/AC0BBCD5-8DFC-4265-9A8E-9CEDD4982EBD_1024x1024@2x.jpg?v=1669266118	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/AC0BBCD5-8DFC-4265-9A8E-9CEDD4982EBD_1024x1024@2xa078.jpg	(from https://nailzbydev.com/collections/frontpage/products/the-luxury-artist-kit)
21:26:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:26:44%20GMT	http://nailzbydev.com/cdn/shop/products/AC0BBCD5-8DFC-4265-9A8E-9CEDD4982EBD_110x110@2x.jpg?v=1669266118	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/AC0BBCD5-8DFC-4265-9A8E-9CEDD4982EBD_110x110@2xa078.jpg	(from https://nailzbydev.com/collections/frontpage/products/the-luxury-artist-kit)
21:26:45	626985/626985	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Jul%202023%2012:33:41%20GMT	https://nailzbydev.com/cdn/shop/products/AC0BBCD5-8DFC-4265-9A8E-9CEDD4982EBD_1024x1024@2x.jpg?v=1669266118	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/AC0BBCD5-8DFC-4265-9A8E-9CEDD4982EBD_1024x1024@2xa078.jpg	(from https://nailzbydev.com/collections/frontpage/products/the-luxury-artist-kit)
21:26:46	9906/9906	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2003:26:46%20GMT	https://nailzbydev.com/cdn/shop/products/AC0BBCD5-8DFC-4265-9A8E-9CEDD4982EBD_110x110@2x.jpg?v=1669266118	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/AC0BBCD5-8DFC-4265-9A8E-9CEDD4982EBD_110x110@2xa078.jpg	(from https://nailzbydev.com/collections/frontpage/products/the-luxury-artist-kit)
21:26:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:26:46%20GMT	http://nailzbydev.com/cdn/shop/products/2C16222D-12C1-4151-9316-D02AEC9E4FFD_1024x1024@2x.jpg?v=1669266118	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/2C16222D-12C1-4151-9316-D02AEC9E4FFD_1024x1024@2xa078.jpg	(from https://nailzbydev.com/collections/frontpage/products/the-luxury-artist-kit)
21:26:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:26:48%20GMT	http://nailzbydev.com/cdn/shop/products/2C16222D-12C1-4151-9316-D02AEC9E4FFD_110x110@2x.jpg?v=1669266118	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/2C16222D-12C1-4151-9316-D02AEC9E4FFD_110x110@2xa078.jpg	(from https://nailzbydev.com/collections/frontpage/products/the-luxury-artist-kit)
21:26:49	924191/924191	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Jul%202023%2012:33:43%20GMT	https://nailzbydev.com/cdn/shop/products/2C16222D-12C1-4151-9316-D02AEC9E4FFD_1024x1024@2x.jpg?v=1669266118	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/2C16222D-12C1-4151-9316-D02AEC9E4FFD_1024x1024@2xa078.jpg	(from https://nailzbydev.com/collections/frontpage/products/the-luxury-artist-kit)
21:26:50	19741/19741	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2003:26:50%20GMT	https://nailzbydev.com/cdn/shop/products/2C16222D-12C1-4151-9316-D02AEC9E4FFD_110x110@2x.jpg?v=1669266118	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/2C16222D-12C1-4151-9316-D02AEC9E4FFD_110x110@2xa078.jpg	(from https://nailzbydev.com/collections/frontpage/products/the-luxury-artist-kit)
21:26:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:26:50%20GMT	http://nailzbydev.com/cdn/shop/products/83419F7C-154B-45D3-9B70-2E4119B4B884_1024x1024@2x.jpg?v=1669266118	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/83419F7C-154B-45D3-9B70-2E4119B4B884_1024x1024@2xa078.jpg	(from https://nailzbydev.com/collections/frontpage/products/the-luxury-artist-kit)
21:26:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:26:53%20GMT	http://nailzbydev.com/cdn/shop/products/83419F7C-154B-45D3-9B70-2E4119B4B884_110x110@2x.jpg?v=1669266118	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/83419F7C-154B-45D3-9B70-2E4119B4B884_110x110@2xa078.jpg	(from https://nailzbydev.com/collections/frontpage/products/the-luxury-artist-kit)
21:26:53	947412/947412	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2003:26:53%20GMT	https://nailzbydev.com/cdn/shop/products/83419F7C-154B-45D3-9B70-2E4119B4B884_1024x1024@2x.jpg?v=1669266118	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/83419F7C-154B-45D3-9B70-2E4119B4B884_1024x1024@2xa078.jpg	(from https://nailzbydev.com/collections/frontpage/products/the-luxury-artist-kit)
21:26:54	16138/16138	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2003:26:54%20GMT	https://nailzbydev.com/cdn/shop/products/83419F7C-154B-45D3-9B70-2E4119B4B884_110x110@2x.jpg?v=1669266118	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/products/83419F7C-154B-45D3-9B70-2E4119B4B884_110x110@2xa078.jpg	(from https://nailzbydev.com/collections/frontpage/products/the-luxury-artist-kit)
21:26:55	689/689	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2013%20Jul%202023%2003:26:55%20GMT	http://pinterest.com/pin/create/button/?url=https://nailzbydev.com/products/the-luxury-artist-kit&media=//nailzbydev.com/cdn/shop/products/36CF8164-A1FD-40E1-9DA4-4BD1B604508A_1024x1024.jpg?v=1669266118&description=THE%20LUXURY%20ARTIST%20KIT	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/pinterest.com/pin/create/button/index0cb0.html	(from https://nailzbydev.com/collections/frontpage/products/the-luxury-artist-kit)
21:26:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:26:55%20GMT	http://nailzbydev.com/cdn/shop/files/image_d8c019f8-7b1d-4c7b-baab-73d1aa920aa5_1200x1200.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_d8c019f8-7b1d-4c7b-baab-73d1aa920aa5_1200x120079fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:26:56	171282/171282	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:1d49ed2d5724cf2921f2d53cb166604d%22	https://nailzbydev.com/products/trippy-gel-full-collection-15-ml	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/products/trippy-gel-full-collection-15-ml.html	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:26:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:26:57%20GMT	http://nailzbydev.com/cdn/shop/files/image_e76021cc-3e0d-4f0b-a5bb-042bf1eb2a7b_1200x1200.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_e76021cc-3e0d-4f0b-a5bb-042bf1eb2a7b_1200x120079fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:26:58	315927/315927	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2003:26:57%20GMT	https://nailzbydev.com/cdn/shop/files/image_d8c019f8-7b1d-4c7b-baab-73d1aa920aa5_1200x1200.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_d8c019f8-7b1d-4c7b-baab-73d1aa920aa5_1200x120079fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:26:59%20GMT	http://nailzbydev.com/cdn/shop/files/image_fd1a0450-9050-45e5-81c8-9abee427109f_1200x1200.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_fd1a0450-9050-45e5-81c8-9abee427109f_1200x120079fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:01	233369/233369	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2003:26:59%20GMT	https://nailzbydev.com/cdn/shop/files/image_e76021cc-3e0d-4f0b-a5bb-042bf1eb2a7b_1200x1200.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_e76021cc-3e0d-4f0b-a5bb-042bf1eb2a7b_1200x120079fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:02	272680/272680	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2003:27:02%20GMT	https://nailzbydev.com/cdn/shop/files/image_fd1a0450-9050-45e5-81c8-9abee427109f_1200x1200.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_fd1a0450-9050-45e5-81c8-9abee427109f_1200x120079fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:03	160450/160450	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:ed2bff133e9ef868ce6767b5f8c1f2d8%22	https://nailzbydev.com/en-ca/products/trippy-gel-full-collection-15-ml	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/en-ca/products/trippy-gel-full-collection-15-ml.html	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:04	161002/161002	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:2d86934c5d2894b14fd94dc001c62a67%22	https://nailzbydev.com/en-gb/products/trippy-gel-full-collection-15-ml	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/en-gb/products/trippy-gel-full-collection-15-ml.html	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:05	160996/160996	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:120bbd8a31e22f89890caaebd8034c45%22	https://nailzbydev.com/en-au/products/trippy-gel-full-collection-15-ml	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/en-au/products/trippy-gel-full-collection-15-ml.html	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:05	1853/1853	---MCZ	200	added ('OK')	application/json+oembed	etag:%22cacheable:f6bf661bdb99fc7f584697f51868aa8a%22	https://nailzbydev.com/products/trippy-gel-full-collection-15-ml.oembed	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/products/trippy-gel-full-collection-15-ml.oembed	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:27:05%20GMT	http://nailzbydev.com/cdn/shop/files/image_d8c019f8-7b1d-4c7b-baab-73d1aa920aa5_300x300.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_d8c019f8-7b1d-4c7b-baab-73d1aa920aa5_300x30079fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:27:06%20GMT	http://nailzbydev.com/cdn/shop/files/image_e76021cc-3e0d-4f0b-a5bb-042bf1eb2a7b_300x300.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_e76021cc-3e0d-4f0b-a5bb-042bf1eb2a7b_300x30079fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:06	47281/47281	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2003:27:06%20GMT	https://nailzbydev.com/cdn/shop/files/image_d8c019f8-7b1d-4c7b-baab-73d1aa920aa5_300x300.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_d8c019f8-7b1d-4c7b-baab-73d1aa920aa5_300x30079fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:06	32813/32813	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Jul%202023%2005:35:08%20GMT	https://nailzbydev.com/cdn/shop/files/image_e76021cc-3e0d-4f0b-a5bb-042bf1eb2a7b_300x300.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_e76021cc-3e0d-4f0b-a5bb-042bf1eb2a7b_300x30079fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:27:06%20GMT	http://nailzbydev.com/cdn/shop/files/image_e76021cc-3e0d-4f0b-a5bb-042bf1eb2a7b_{width}x.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_e76021cc-3e0d-4f0b-a5bb-042bf1eb2a7b_{width}x79fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:09	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jul%202023%2003:27:08%20GMT	https://nailzbydev.com/cdn/shop/files/image_e76021cc-3e0d-4f0b-a5bb-042bf1eb2a7b_%7Bwidth%7Dx.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_e76021cc-3e0d-4f0b-a5bb-042bf1eb2a7b_{width}x79fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:27:08%20GMT	http://nailzbydev.com/cdn/shop/files/image_fd1a0450-9050-45e5-81c8-9abee427109f_300x300.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_fd1a0450-9050-45e5-81c8-9abee427109f_300x30079fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:10	29901/29901	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2003:27:09%20GMT	https://nailzbydev.com/cdn/shop/files/image_fd1a0450-9050-45e5-81c8-9abee427109f_300x300.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_fd1a0450-9050-45e5-81c8-9abee427109f_300x30079fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:10	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:27:10%20GMT	http://nailzbydev.com/cdn/shop/files/image_fd1a0450-9050-45e5-81c8-9abee427109f_{width}x.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_fd1a0450-9050-45e5-81c8-9abee427109f_{width}x79fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:10	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jul%202023%2003:27:10%20GMT	https://nailzbydev.com/cdn/shop/files/image_fd1a0450-9050-45e5-81c8-9abee427109f_%7Bwidth%7Dx.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_fd1a0450-9050-45e5-81c8-9abee427109f_{width}x79fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:11	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:27:10%20GMT	http://nailzbydev.com/cdn/shop/files/image_dd54d5f8-2816-40ca-b4ff-4aacea15e0c1_300x300.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_dd54d5f8-2816-40ca-b4ff-4aacea15e0c1_300x30079fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:11	30231/30231	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2003:27:11%20GMT	https://nailzbydev.com/cdn/shop/files/image_dd54d5f8-2816-40ca-b4ff-4aacea15e0c1_300x300.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_dd54d5f8-2816-40ca-b4ff-4aacea15e0c1_300x30079fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:27:11%20GMT	http://nailzbydev.com/cdn/shop/files/image_dd54d5f8-2816-40ca-b4ff-4aacea15e0c1_{width}x.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_dd54d5f8-2816-40ca-b4ff-4aacea15e0c1_{width}x79fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:12	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jul%202023%2003:27:12%20GMT	https://nailzbydev.com/cdn/shop/files/image_dd54d5f8-2816-40ca-b4ff-4aacea15e0c1_%7Bwidth%7Dx.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_dd54d5f8-2816-40ca-b4ff-4aacea15e0c1_{width}x79fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:27:12%20GMT	http://nailzbydev.com/cdn/shop/files/image_55de05ab-3391-4f89-a0d0-b6b383477ea1_300x300.webp?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_55de05ab-3391-4f89-a0d0-b6b383477ea1_300x30079fe.webp	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:12	27304/27304	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Jul%202023%2019:27:18%20GMT	https://nailzbydev.com/cdn/shop/files/image_55de05ab-3391-4f89-a0d0-b6b383477ea1_300x300.webp?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_55de05ab-3391-4f89-a0d0-b6b383477ea1_300x30079fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:13	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:27:12%20GMT	http://nailzbydev.com/cdn/shop/files/image_d8c019f8-7b1d-4c7b-baab-73d1aa920aa5_530x@2x.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_d8c019f8-7b1d-4c7b-baab-73d1aa920aa5_530x@2x79fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:27:14%20GMT	http://nailzbydev.com/cdn/shop/files/image_d8c019f8-7b1d-4c7b-baab-73d1aa920aa5_1024x1024@2x.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_d8c019f8-7b1d-4c7b-baab-73d1aa920aa5_1024x1024@2x79fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:15	268747/268747	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2003:27:14%20GMT	https://nailzbydev.com/cdn/shop/files/image_d8c019f8-7b1d-4c7b-baab-73d1aa920aa5_530x@2x.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_d8c019f8-7b1d-4c7b-baab-73d1aa920aa5_530x@2x79fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:27:17%20GMT	http://nailzbydev.com/cdn/shop/files/image_d8c019f8-7b1d-4c7b-baab-73d1aa920aa5_110x110@2x.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_d8c019f8-7b1d-4c7b-baab-73d1aa920aa5_110x110@2x79fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:18	449693/449693	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2003:27:16%20GMT	https://nailzbydev.com/cdn/shop/files/image_d8c019f8-7b1d-4c7b-baab-73d1aa920aa5_1024x1024@2x.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_d8c019f8-7b1d-4c7b-baab-73d1aa920aa5_1024x1024@2x79fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:19	30459/30459	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Jul%202023%2015:29:27%20GMT	https://nailzbydev.com/cdn/shop/files/image_d8c019f8-7b1d-4c7b-baab-73d1aa920aa5_110x110@2x.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_d8c019f8-7b1d-4c7b-baab-73d1aa920aa5_110x110@2x79fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:27:19%20GMT	http://nailzbydev.com/cdn/shop/files/image_e76021cc-3e0d-4f0b-a5bb-042bf1eb2a7b_1024x1024@2x.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_e76021cc-3e0d-4f0b-a5bb-042bf1eb2a7b_1024x1024@2x79fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jul%202023%2003:27:21%20GMT	http://nailzbydev.com/cdn/shop/files/image_e76021cc-3e0d-4f0b-a5bb-042bf1eb2a7b_110x110@2x.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_e76021cc-3e0d-4f0b-a5bb-042bf1eb2a7b_110x110@2x79fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
21:27:21	398343/398343	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2003:27:20%20GMT	https://nailzbydev.com/cdn/shop/files/image_e76021cc-3e0d-4f0b-a5bb-042bf1eb2a7b_1024x1024@2x.jpg?v=1684937587	C:/Users/jesus/OneDrive/Desktop/nailz/www.nailzbydev.com/nailzbydev.com/cdn/shop/files/image_e76021cc-3e0d-4f0b-a5bb-042bf1eb2a7b_1024x1024@2x79fe.jpg	(from https://nailzbydev.com/collections/frontpage/products/trippy-gel-full-collection-15-ml)
